portal_id,name,mana,kind,attack,health,ev_attack,ev_health,skill,ev_skill,flavor,ev_flavor,type_,class_,rarity,cv,card_pack,image_path,ev_image_path,eval_roatation,eval_unlimited
113131010,豪風のリノセウス,1,follower,1.0,1.0,3.0,3.0,ファンファーレ +X/+0する。Xは「自分がこのバトル中に（このカードを含めず）プレイした豪風のリノセウスの枚数」である。Xが5以上なら、疾走 を持つ。,自分のターン終了時、このフォロワーを手札に戻す。,魔女は始めに、単純な命令を与えた。それは、命を奪うこと。彼は忠実に命令を果たす。より速く、より確実に――。,覆う殻は厚く、振るう鎌は鋭く。それは、命を奪うもの。魔女の命令は、今再び果たされる。,-,エルフ,ゴールドレア,-,ROG,./img_follower/113131010.jpeg,./img_follower_evo/113131010.jpeg,9.5,9.0
113131030,アクティブエルフ・メイ,1,follower,1.0,1.0,3.0,3.0,直接召喚 自分がカードをプレイしたとき、それがこのターン中に4枚目なら、このカードを1枚、自分のデッキから場に出す。その後、このフォロワーを手札に戻す。ファンファーレ このターン中に（このカードを含めず）カードを4枚以上プレイしていたなら、ランダムな相手のフォロワー1体に4ダメージ。,,みんなで冒険に出かけよう。カバンにお菓子。ポケットに友情を詰め込んで。なにがきたって、三人一緒なら怖くない。――３人と１頭の冒険への道①,冒険には危険がいっぱい。戦うこともあるかもしれない。「戦いはアタシ独りに任せて……」「そんなのダメっ！」お互いの気持ちがぶつかりあい、友情に亀裂が入る。――３人と１頭の冒険への道②,-,エルフ,ゴールドレア,門脇舞以,ROG,./img_follower/113131030.jpeg,./img_follower_evo/113131030.jpeg,9.0,8.5
115111020,クロスボウスナイパー,1,follower,1.0,1.0,3.0,3.0,ラストワード 密林の守人1枚を手札に加える。,進化前と同じ能力。,傍から見りゃ、この国は密林に征服されたんだろうがな。あいつらは俺の腕を讃え、家族を救い、役目をくれた。……俺にとっちゃ、最高の職場なのさ。,この密林じゃ、地位や権力なんざ雑草以下のガラクタだ。掟を破った貴族サマの頭に穴を増やそうが、誰も咎めやしない……まったく、最高の職場だよ。,-,エルフ,ブロンズレア,高木渉,UCL,./img_follower/115111020.jpeg,./img_follower_evo/115111020.jpeg,8.5,7.5
115141030,幻想の妖精竜,1,follower,1.0,1.0,3.0,3.0,守護 相手のリーダーを攻撃不能。ファンファーレ +0/+Xする。Xは「このバトル中に破壊されたコスト1以下の自分のカードの数」である。Xが5以上なら、進化する。,守護 相手のリーダーを攻撃不能。,喜びも、怒りも、哀しみも、楽しみも。すべては一つ。森を象る深緑の奔流。力はうねり、此度は戯れ。優美なる身に秘めしは、戦慄する森の喜び。,翅が広がり羽搏き、舞い上がる。千切れた花が奇妙に揺れる。くすくす嗤い、妖しく光る。汝、森穢せし者を覆いつくす、雄大なる破壊者なり。,-,エルフ,レジェンド,-,UCL,./img_follower/115141030.jpeg,./img_follower_evo/115141030.jpeg,9.0,8.5
116111030,鉄甲のカブトムシ,1,follower,1.0,1.0,3.0,3.0,突進 交戦時 自分の場に他の機械・フォロワーがいるなら、+1/+1する。ファンファーレ このターン中に（これを含めず）カードを4枚以上プレイしていたなら、鉄甲のカブトムシ1体を出す。,突進 交戦時 自分の場に他の機械・フォロワーがいるなら、+1/+1する。,核による変質の一端は、別の虫においても発見された。彼らは角にも鉄を纏わせ、鋼の突破力を身につけている。抉る力は、生木を粉砕する。これは、大いなる変化だ。――エルフの森の手記・１,鋼に覆われた虫。鉄を身にまとう獣たち。森に生きるエルフは、現実に対して一つの結論を出した。生物は機械を受け入れた。我らも共に変わるべきだ、と。――繁栄の緑・１,機械,エルフ,ブロンズレア,-,WUP,./img_follower/116111030.jpeg,./img_follower_evo/116111030.jpeg,9.0,8.0
117121020,クラッシュインセクト,1,follower,1.0,1.0,3.0,3.0,ファンファーレ このターン中に（これを含めず）カードを2枚以上プレイしていたなら、+2/+2する。4枚以上プレイしていたなら、さらに+2/+2して、守護 を持つ。,,ひどいよママ！虫さんを森に返してこいなんて！あんなにカッコいいんだもん、絶対連れて帰ってやる！――ある少年の日記,腕白でもたくましく育ちますように、とは言ったけど……家より大きい虫を飼うのは、腕白どころじゃないわよ！――ある母親の日記,-,エルフ,シルバーレア,-,FOH,./img_follower/117121020.jpeg,./img_follower_evo/117121020.jpeg,,
100211010,クイックブレーダー,1,follower,1.0,1.0,3.0,3.0,疾走 ,疾走 ,はっ、鈍いな。そんなスピードじゃ、一生かかったって俺には追いつけねぇぜ…！,ふん…うすのろ共が。囲んだって無駄なんだよ。瞬きの間に斬り裂いてやる…！,兵士,ロイヤル,ブロンズレア,内田雄馬,ベーシック,./img_follower/100211010.jpeg,./img_follower_evo/100211010.jpeg,8.5,8.5
101211010,ニンジャエッグ,1,follower,1.0,1.0,3.0,3.0,潜伏 ,潜伏 ,俺たちの里に入りたいならこの俺様を倒してからにしてもらおうかァ！オイ、今ちっちゃいって言ったのはどいつだァ！俺様の手裏剣がキサマを…、ちょっ、動くなァ！,俺たちの里に入りたいならこの俺様を倒してからにしてもらおうかァ！俺様の秘伝忍術、ガマガエルとの同時攻撃を見せてやる！ちょっ、う、動くなってばー！そして話を聞けー！,兵士,ロイヤル,ブロンズレア,石川界人,CLC,./img_follower/101211010.jpeg,./img_follower_evo/101211010.jpeg,-,7.5
101211120,ヴァンガード,1,follower,1.0,2.0,3.0,4.0,,,優秀な戦士は、いかなる時も先陣を切る。,優秀な戦士は、いかなる時も退路を断つ。,兵士,ロイヤル,ブロンズレア,保村真,CLC,./img_follower/101211120.jpeg,./img_follower_evo/101211120.jpeg,-,8.5
106231020,ペルセウス,1,follower,1.0,2.0,3.0,4.0,,進化時 自分の場のロイヤル・フォロワーが4体以上なら、+1/+0して、守護 を持つ。,俺は人か、それとも神か。――まぁ、どっちだって同じコトだ！どうせオレは伝説になって、人々に讃えられちまうんだからな！,どんな試練でも乗り越えてやる！どんな苦難も倒してやるさ！オレの伝説はここから始まる――讃える準備をしておけよ！,指揮官,ロイヤル,ゴールドレア,神谷浩史,SFL,./img_follower/106231020.jpeg,./img_follower_evo/106231020.jpeg,-,8.5
107211030,狼牙の剣士,1,follower,1.0,1.0,3.0,3.0,ファンファーレ エンハンス 3； 必殺 を持つ。,,一族のみんなに認められるためには、どうしたって勝たなきゃいけないんだ！集中するんだ……そうすればっ！,一族のみんなと一緒に戦うためには、この戦場で結果を出さなきゃいけないんだ！集中しろ……絶対に勝て！,兵士,ロイヤル,ブロンズレア,小野坂昌也,CGS,./img_follower/107211030.jpeg,./img_follower_evo/107211030.jpeg,-,4.0
108211010,アックスプリンセス,1,follower,1.0,1.0,3.0,3.0,自分がカードをエンハンス でプレイするたび、カードを1枚引く。,進化前と同じ能力。,わたくし、お姫様は苦手ですのよー。礼儀ただしく、美しく、うーん向いてませんのよー。でも、こっちの方ならお役に立てますのよー。,わたくし、けっこう雑ですのよー。ダンスも、編み物も、得意じゃありませんのよー。でも、叩き潰すだけなら大得意ですのよー。,指揮官,ロイヤル,ブロンズレア,平野綾,DBN,./img_follower/108211010.jpeg,./img_follower_evo/108211010.jpeg,-,6.5
109221020,マーセナリー・ルシウス,1,follower,1.0,1.0,3.0,3.0,ファンファーレ エンハンス 5； 相手のフォロワー1体を破壊する。,,ゴブリンと戦い、磨いたこの剣技……おそらく戦でも通用するだろう。だが、人を相手に振るうのは気が進まないな。,俺の剣で切り拓く未来が在るのなら、傭兵として戦うのも悪くはない。暫時、磨かれし斬撃の応酬を味わうとしよう……。,兵士,ロイヤル,シルバーレア,子安武人,BOS,./img_follower/109221020.jpeg,./img_follower_evo/109221020.jpeg,-,7.5
110231010,レイピアマスター,1,follower,1.0,1.0,3.0,3.0,ファンファーレ エンハンス 2； +1/+1する。エンハンス 4； さらに+1/+1して、必殺 を持つ。エンハンス 6； さらに+1/+1して、守護 を持つ。エンハンス 8； さらに+1/+1して、突進 を持つ。エンハンス 10； さらに+1/+1する。,,汚泥に塗れ、砂埃に汚れる。実にみすぼらしいな、お前たちは。本物の剣には美しさが宿る。我が美技を見て、学ぶがいいさ。,実に粗野、実に醜悪。しかし喜べ。貴様のみすぼらしい生涯の果ては……我が美技によって彩られるだろう！,兵士,ロイヤル,ゴールドレア,鬼頭明里,OOT,./img_follower/110231010.jpeg,./img_follower_evo/110231010.jpeg,-,8.0
113211010,レヴィオンの見習い・ルネス,1,follower,1.0,1.0,3.0,3.0,ファンファーレ 自分の他の手札のレヴィオン・カード1枚につき+0/+1する。エンハンス 3； 「このフォロワーは、1ターンに2回攻撃できる」を持つ。,,《行くぞ！迅雷が如く！》見ててください、ボクがやっつけますから！とうっ！くらえ、雷……あばばばっ！し、痺れるー！,その１、アルベール団長のように格好よく登場すること！その２、雷で騎士団の敵をやっつけること！その３、自分を痺れさせないように注意すること！――『ルネスの研究ノート』、実戦的な名言編,レヴィオン,ロイヤル,ブロンズレア,富田美憂,ROG,./img_follower/113211010.jpeg,./img_follower_evo/113211010.jpeg,8.5,7.0
115241010,無敗の剣聖・カゲミツ,1,follower,0.0,1.0,1.0,1.0,ラストワード 自分のターンなら、自分のリーダーは「自分のターン開始時、無敗の剣聖・カゲミツ1体を出し、進化させて、この能力を失う」を持つ。ファンファーレ エンハンス 3； +2/+0して、突進 を持つ。,攻撃時 +X/+Xする。Xは「このバトル中、自分のフォロワーが進化した回数」である。,平和という鞘より、抜き放って頂きました。我ら侍、かたじけのうござります。抜き身ゆえ、斬り捨て御免。――生きるとは、斬ることと見つけたり。,畳の上で錆びるは名折れ。侍の恥にございます。戦場にて折れるこそ、誉れなれば。故に斬る。斬り捨てる。――生きるとは、斬ることと見つけたり。,兵士,ロイヤル,レジェンド,中井和哉,UCL,./img_follower/115241010.jpeg,./img_follower_evo/115241010.jpeg,9.0,8.0
117221020,武器商人・エルネスタ,1,follower,1.0,1.0,3.0,3.0,ファンファーレ 連携 10； ドレッドハウンド1枚を手札に加える。,,武器とは、言葉なき契約だよ。触れればタダでは済まないぞ、と伝えている訳だが……それでもと言うならその喧嘩、買おうじゃないか。,我々商人にとって、契約は絶対だ。何時、何処、何者であろうと――必ず履行させるのさ。……勉強代は、少しばかり高くついたようだね？,兵士,ロイヤル,シルバーレア,いのくちゆか,FOH,./img_follower/117221020.jpeg,./img_follower_evo/117221020.jpeg,,
113331010,プリンセスウィッチ・メルヴィ,1,follower,1.0,1.0,3.0,3.0,自分がフォロワーをプレイするたび、+0/+1する。,自分がフォロワーをプレイするたび、+0/+2する。自分がスペルをプレイするたび、+2/+0する。,プリンセスは、皆に好かれちゃう存在なんだって！皆を虜にしちゃう、魅力的なプリンセスかぁ……はぁ……ちょっとずつでも近づけてるのかなぁ……？,ううん……プリンセスは、落ち込んじゃ駄目だよね。皆に好かれるには……まず、皆を好きになるところから！皆の素敵なところ、いーっぱい見つけてあげるんだから！,-,ウィッチ,ゴールドレア,東山奈央,ROG,./img_follower/113331010.jpeg,./img_follower_evo/113331010.jpeg,8.0,8.0
115311010,符術の門弟,1,follower,0.0,1.0,2.0,3.0,・式神・形代・式神・暴鬼ファンファーレ チョイス したカード1枚を手札に加える。---------- 守護 ,守護 ,――『陰陽道伝来書：兵』陰陽道、歴史の陰に日向にあらはれ給ふ。いづれの御ときにか、都にて、占術として流行りたり。,――『陰陽道伝来書：闘』恋のなやみ、病のはやり、戦のゆくへ、さながら過たず。あてなる人々、陰陽道を好み、日々の中に用いたり。,-,ウィッチ,ブロンズレア,生天目仁美,UCL,./img_follower/115311010.jpeg,./img_follower_evo/115311010.jpeg,8.0,7.5
117321010,猫の奇術師,1,follower,1.0,1.0,3.0,3.0,ファンファーレ 土の秘術 +1/+1して、「ラストワード 土の魔片2つを出す」を持つ。,,――其は《杖の九》、示すは《警戒》。眼を開け。耳を澄ませよ。真理は汝の傍らに。弛まず研ぎ澄まされし精神は、不可能すらも可能にする。,――其は魔石の操り手、折れぬ精神を持つ者。飛び交う石は宙を舞い、不可思議なる方陣描く。繰り出す魔法は不退転。勝機を確かに見極める。,-,ウィッチ,シルバーレア,野島健児,FOH,./img_follower/117321010.jpeg,./img_follower_evo/117321010.jpeg,,
101411010,アイボリードラゴン,1,follower,1.0,2.0,3.0,4.0,ファンファーレ 覚醒 状態ならカードを1枚引く。,,幼き白竜は、天に願う。千の夜を超え、万の昼を過ごし、己を育んだ父と母のようになりたいと。,幼き白竜は、天に願う。いつの日か、己を育んだ父と母のように、大いなる役目を果たしたいと。,-,ドラゴン,ブロンズレア,-,CLC,./img_follower/101411010.jpeg,./img_follower_evo/101411010.jpeg,-,8.5
110421020,キュアマーメイド・ジゼル,1,follower,0.0,3.0,2.0,5.0,相手のターン開始時、自分の他のフォロワーすべてを2回復。,進化前と同じ能力。,アタシに向いてることってなんだろ？少なくとも、人魚じゃないとは思うんだよねー。だってホラ、海って狭いし？飽きちゃうし？,空を飛んだり、地面を駆けたり。アタシにもそんなことが出来たらなぁ。はーあ、つっまんないよー。空から何か落ちてきたりしないかな？,-,ドラゴン,シルバーレア,佳村はるか,OOT,./img_follower/110421020.jpeg,./img_follower_evo/110421020.jpeg,-,7.0
110421030,侮蔑の信者,1,follower,1.0,1.0,3.0,3.0,ファンファーレ 自分の場に他のフォロワーがいるなら、自分の他のフォロワー1体に1ダメージを与え、カードを1枚引く。,,愚者よ、頭を垂れよ。垂れぬのならば斬り落とそう。さすれば汝、無力を知るだろう。,定めの二、無力を振り撒け。力振るうもの、全ては仮初め。仮初めを刈り取ること、即ち使命。――『侮蔑の兵団』、使徒の言葉,-,ドラゴン,シルバーレア,細谷佳正,OOT,./img_follower/110421030.jpeg,./img_follower_evo/110421030.jpeg,-,8.0
112431010,飛翔の竜人,1,follower,0.0,1.0,1.0,2.0,このフォロワーは攻撃されない。自分がスペルをプレイしたとき、進化する。,このフォロワーは攻撃されない。攻撃時 手札からコスト最小のカードをランダムに1枚捨てる。カードを1枚引く。,高い耐久性を持つ素材と、竜の出力を再現する技術を発展させ、飛行装備の開発に成功。我々は決意を新たにする。竜を再現するのではない。更に先へと進むのだと。――ある竜人学者の記録・3,まさか、竜を上回る高度を実現するとはね。これ以上の先を求めるなら、もはや全身を以て竜を超える他に道はない。そんな物を造ることが出来ればの話だが。――ある環境研究に関する音声記録・3,機械,ドラゴン,ゴールドレア,和氣あず未,STR,./img_follower/112431010.jpeg,./img_follower_evo/112431010.jpeg,8.5,7.0
114431020,華麗なる竜人・マリオン,1,follower,1.0,2.0,3.0,4.0,ファンファーレ 覚醒 状態なら、ドラゴン・フォロワー（華麗なる竜人・マリオンを除く）をランダムに1枚、自分のデッキから手札に加え、+1/+0する。,,大事なのは、自分を愛してあげること。その為のお手伝いなら、アタシがしてあげる！カワイく、素敵に、カッコよく……アナタの魅力、引き出しちゃうわよ！,私に着飾ることを教えてくれた……優しい心の持ち主だ。――造られし獣人・サフィラフフフ！中々のオシャレ力……合格点を差し上げますわ！――オシャレ女王・ネルシャ,-,ドラゴン,ゴールドレア,小野坂昌也,VEC,./img_follower/114431020.jpeg,./img_follower_evo/114431020.jpeg,8.0,8.5
117411020,竜装の槍術士,1,follower,1.0,1.0,3.0,3.0,ファンファーレ 自分の場に他のフォロワーがいるなら、それ1体に2ダメージを与え、カードを1枚引き、これを+2/+1する。,,あんたの竜だったか、悪いな。竜はすこぶる嫌いでな。見ただけで全身が煮え滾る。狩られたくなければ、俺には近寄らせないことだ。,竜の毒を吸って妹は病床に伏した。奴らは、金にも武器にもなる。竜が残していった附けは……竜から取り立てると決めた。,-,ドラゴン,ブロンズレア,加瀬康之,FOH,./img_follower/117411020.jpeg,./img_follower_evo/117411020.jpeg,,
101511120,スカルビースト,1,follower,1.0,2.0,3.0,4.0,ラストワード 自分の墓場を+1する。,ラストワード 自分の墓場を+1する。,主にもう一度抱きしめて貰いたい。死した獣の想いを聞き届けた悪魔は、獣に永遠の命を与えた。,永遠の命の代償は、血と、肉と、あらゆる感情、あらゆる記憶。全てを失った獣は、主のことすら忘却し、現世に死を撒き散らした。,-,ネクロマンサー,ブロンズレア,-,CLC,./img_follower/101511120.jpeg,./img_follower_evo/101511120.jpeg,-,8.5
101521010,スケルトンファイター,1,follower,1.0,1.0,3.0,3.0,ファンファーレ ネクロマンス 1； +1/+1する。,,戦場じゃあ何が起こるかわからん。ベテランの戦士でも死ぬことはあるし、骨だけで歩き回るそいつと戦わなきゃならんこともある。,死霊ってのはタフだからな。戦っても無駄だ…真っ先に逃げるべきだぜ。…ただ、そいつが逝ったはずの戦友だったら。そういう時は、倒してやるのが友の責務ってモンだ。,-,ネクロマンサー,シルバーレア,-,CLC,./img_follower/101521010.jpeg,./img_follower_evo/101521010.jpeg,-,7.5
104511020,死月の使徒,1,follower,1.0,1.0,3.0,3.0,ファンファーレ 自分の他のフォロワー1体は「守護 を無視して攻撃できる」を持つ。,,月も命もやがては欠ける。だからこそ尊いとは思いませんか？,月も命もやがては欠ける。その欠け方こそが肝要だとは思いませんか？,-,ネクロマンサー,ブロンズレア,東山奈央,TOG,./img_follower/104511020.jpeg,./img_follower_evo/104511020.jpeg,-,6.0
108511030,悪戯な霊魂,1,follower,1.0,1.0,3.0,3.0,ファンファーレ ネクロマンス 3； ゴースト1体を出す。,,バカは死ななきゃ治らないっていうけどさ、バカ息子のいたずら好きは、死んでも治らないね。――老婆の言葉,靴下はなくなるわ、お皿は欠けるわ……そりゃあもちろん、迷惑だけどさ。あの頃に戻ったみたいで、そんなに悪くもないもんさ。――老婆の言葉,-,ネクロマンサー,ブロンズレア,-,DBN,./img_follower/108511030.jpeg,./img_follower_evo/108511030.jpeg,-,7.5
109541030,グレモリー,1,follower,1.0,1.0,3.0,3.0,自分のターン終了時、自分の進化後フォロワーすべては「ラストワード カードを1枚引く」を持つ。ファンファーレ エンハンス 6； 進化していない自分の他のフォロワーすべてを進化させる。（それらの進化時能力は働かない）,自分のターン終了時、自分の進化後フォロワーすべては「ラストワード カードを1枚引く」を持つ。,私がアナタの未来を占ってあげる！私の占いはぜぇったい外れないんだよ？貴方が死ぬ瞬間だって視えるんだから☆,私を呼んだアナタには、トクベツな運命をあげる！私の占いは絶対だから安心してね？貴方の死に方だって変えられちゃうんだから☆,-,ネクロマンサー,レジェンド,丹下桜,BOS,./img_follower/109541030.jpeg,./img_follower_evo/109541030.jpeg,-,8.5
113511010,秀才の死神・ミーノ,1,follower,1.0,1.0,3.0,3.0,ラストワード 自分の墓場を+1する。ファンファーレ エンハンス 7； +5/+5して、自分の墓場を+3する。,ラストワード 自分の墓場を+1する。,定時までなら働きますが、残業はお断りします。わたしは帰ってやることがあるので。……言っておきますが、質問は受け付けませんから。,定時までなら働きますが、残業はお断りします。……落し物？そ、それはわたしが書いたハデゼウ本！？えっ……あなたも同志ですか？なら是非語りましょう！ハデゼウもゼウハデも大好物ですので！,-,ネクロマンサー,ブロンズレア,豊田萌絵,ROG,./img_follower/113511010.jpeg,./img_follower_evo/113511010.jpeg,8.5,7.0
114521020,コープスドッグ,1,follower,1.0,1.0,3.0,3.0,突進 自分のナテラの大樹が破壊されるたび、+2/+2する。,進化前と同じ能力。,魔境に遠吠えが響く。つぎはぎの犬が駆けていく。「あのワンちゃんは、よくお菓子をくわえて走ってる。昔、御主人が遊んでくれた玩具に似ているらしいよ。再生というのは、生前を捨てることじゃないんだね」,蘇ったものは眠らない。忠犬はつぶらな瞳で待ち続ける。「ああ。あのワンちゃん、今日は珍しく座ってるねえ。領主さんが探してくれて、御主人に会えるらしいよ。再生したことで、彼は幸せに辿り着けたんだ」,自然,ネクロマンサー,シルバーレア,-,VEC,./img_follower/114521020.jpeg,./img_follower_evo/114521020.jpeg,8.5,8.0
115531010,プリンゴースト・ミヤコ,1,follower,1.0,1.0,3.0,3.0,ファンファーレ 「次に受けるダメージは0になる」を持つ。ユニオンバースト 10； プリンにしてやるの1枚を手札に加える。,,う～ら～め～し～や～なの！ミヤコは泣く子も黙るこわーい幽霊なの！呪われたくなかったら、プリンをよこすの～！,なんで幽霊になったのか、ミヤコは全然覚えてないの。成仏するのもいいかな～って最初は思ってたけど、プリンの味を知ってからはそんな気なくなったの！,-,ネクロマンサー,ゴールドレア,雨宮天,UCL,./img_follower/115531010.jpeg,./img_follower_evo/115531010.jpeg,9.5,9.0
101611040,蠢く死霊,1,follower,1.0,1.0,3.0,3.0,ファンファーレ お互いのリーダーに1ダメージ。,,人々の憎しみから産まれた負の影。人間の心に寄生し、歪みと生命を吸い上げ、昏い力を蓄える。,世界に憎悪が在る限り、昏き影は高まり、肥え続ける。やがて其の体躯は巨大な恐怖となり、光や希望を闇の中へ葬り去るだろう。,-,ヴァンパイア,ブロンズレア,-,CLC,./img_follower/101611040.jpeg,./img_follower_evo/101611040.jpeg,-,9.0
101621060,呪剣の吸血鬼,1,follower,1.0,2.0,3.0,4.0,ファンファーレ 復讐 状態なら+1/+1する。,,夥しい程の死が、溺れる程の血が、この魔剣を目覚めさせるの。だから殺す。もっと、もっとね。,あぁ、死が…血が溢れる。今こそ、目覚めの時。じゃあ、殺戮を続けましょう？魔なる切っ先が赴くままに、夥しい程の死を、溺れる程の血を！,-,ヴァンパイア,シルバーレア,大原さやか,CLC,./img_follower/101621060.jpeg,./img_follower_evo/101621060.jpeg,-,8.5
108621010,ギルティブラッドメイデン・ブラー,1,follower,1.0,1.0,3.0,3.0,・セイントメイデン・ブラー・ダークネスメイデン・ブラー手札にあるとき、自分の残りPPが5以上ならチョイス したカードとしてプレイする。,,我が翼、その真実の姿は狭間の中に。即ち、この身は聖別の乙女《セイントメイデン》！されど、この身は堕落の乙女《ダークネスメイデン》！,「純白との契約、漆黒との密約……我は今、運命を選ばん……！」「はぁ……今度は何にハマったのかにゃ？」,-,ヴァンパイア,シルバーレア,大空直美,DBN,./img_follower/108621010.jpeg,./img_follower_evo/108621010.jpeg,-,7.5
